ALL STANDALONE,,,,,,,
(As on Date:  13-10-2025  0:55:24),,,,,,,
Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-26372,VAGESHWARI SHIKSHAN SANSTHAN MAHAVIDYLAYA MAIL DEORIA,Uttar Pradesh,Deoria,2019,Rural,Institutions under Rehabilitation Council of India,Private Un-Aided
S-22984,"HEALTH WORKER FEMALE TRAINING CENTRE, MAINPURI",Uttar Pradesh,Mainpuri,2022,Urban,Nursing,State Government
S-23715,SUNRISE NURSING AND PHARMACY COLLEGE UNNAO,Uttar Pradesh,Unnao,2019,Rural,Paramedical,Private Un-Aided
S-22714,"HEALTH WORKER FEMALE TRAINING CENTRE, AYODHYA",Uttar Pradesh,Ayodhya,-,Urban,Nursing,State Government
S-19667,VINDA PAL UGRASEN PAL INSTITUTE FOR SPECIAL EDUCATION,Uttar Pradesh,Sant Kabir Nagar,2018,Rural,Teacher Training,Private Un-Aided
S-19668,MAHAMAYA POLYTECHNIC FOR INFORMATION TECHNOLOGY KASGANJ,Uttar Pradesh,Kasganj,2017,Rural,Technical/Polytechnic,State Government
S-25470,RANI GANESH KUNWARI COLLEGE OF PHARMACY JAMO,Uttar Pradesh,Amethi,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25471,SARVAJANIK PHARMACY COLLEGE,Uttar Pradesh,Jaunpur,-,Urban,Technical/Polytechnic,Private Un-Aided
S-25472,SHRI CHHAVI NATH SINGH COLLEGE OF PHARMACY,Uttar Pradesh,Farrukhabad,-,Urban,Technical/Polytechnic,Private Un-Aided
S-19676,SHAKUMBHARI AYURVEDIC PRASHIKSHAN SANSTHAN ROORKEE ROAD DEOBAND,Uttar Pradesh,Saharanpur,-,Rural,Paramedical,Private Un-Aided
S-19677,BHARTIYA AYURVEDIC PARAMEDICAL COLLEGE,Uttar Pradesh,Saharanpur,2018,Urban,Paramedical,Private Un-Aided
S-18242,K S V COLLEGE OF NURSING AND MEDICAL,Uttar Pradesh,Ghazipur,2016,Rural,Nursing,Private Aided (Government Aided)
S-3208,GOVERNMENT POLYTECHNIC BANDA,Uttar Pradesh,Banda,1984,Urban,Technical/Polytechnic,State Government
S-24658,SARVODHYA ADARSH PHARMACY COLLEGE,Uttar Pradesh,Agra,-,Urban,Technical/Polytechnic,Private Un-Aided
S-15749,NAVNEET COLLEGE,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-24701,J S DIPLOMA PHARMACY COLLEGE,Uttar Pradesh,Ghazipur,-,Rural,Paramedical,Private Un-Aided
S-19683,TDL COLLEGE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,Lucknow,-,Urban,PGDM Institutes,Private Un-Aided
S-24696,"RAMNARAIN  RAMDULARI COLLEGE OF PHARMACY, GHAZIPUR",Uttar Pradesh,Ghazipur,-,Rural,Technical/Polytechnic,Private Un-Aided
S-18232,SIGNA COLLEGE OF NURSING,Uttar Pradesh,Kanpur Nagar,2018,Rural,Nursing,Private Un-Aided
S-26264,RAMA HOSPITAL AND RESEARCH CENTRE,Uttar Pradesh,Kanpur Nagar,2008,Rural,Nursing,Private Un-Aided
S-25473,SMT TRIMULA MANJU SHUKLA INSTITUTE OF TEACHERS EDUCATION SHEKHUPUR GAURA RANIGANJ PRATAPGRAH,Uttar Pradesh,Pratapgarh,-,Rural,Teacher Training,Private Un-Aided
S-24688,SUKHAMAY TRAINING INSTITUTE PLOT NO ONE SEVEN EIGHT FIVE GRAM PO BEHARA JAUNPUR,Uttar Pradesh,Jaunpur,-,Rural,Teacher Training,Private Un-Aided
S-24673,SONIA MAHILA MAHAVIDYALAYA TILA TALI BELWA BAZAR DEORIA,Uttar Pradesh,Deoria,-,Rural,Teacher Training,Private Un-Aided
S-24679,SAYED AAYSHA ZAHEER MEMORIAL INSTITUTE,Uttar Pradesh,Sultanpur,-,Rural,Teacher Training,Private Un-Aided
S-24677,"MAHARSHI MOOLCHAND YADAV MAHILA BTC COLLEGE, NADAULI, KERAKAT, JAUNPUR",Uttar Pradesh,Jaunpur,-,Rural,Teacher Training,Private Un-Aided
S-24691,LALA RADHEY SHYAM COLLEGE OF EDUCATION,Uttar Pradesh,Bijnor,-,Rural,Teacher Training,Private Un-Aided
S-24692,JASWANT SINGH BHADAURIA TEACHERS TRAINING COLLEGE,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-24699,"SHEKHAR COLLEGE OF PHARMACY AND NURSING, LUCKNOW",Uttar Pradesh,Lucknow,-,Urban,Technical/Polytechnic,Private Un-Aided
S-19694,PIONEER FLYING ACADEMY PVT LTD,Uttar Pradesh,Aligarh,2008,Rural,Institutes under Ministries,Private Un-Aided
S-25474,AWADH NARAYAN PHARMACY COLLEGE NAYANSAND JAUNPUR,Uttar Pradesh,Jaunpur,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24693,VARDAN AYURVEDIC PARAMEDICAL INSTITUTE  CHAUDAH MEEL DALMAU RAEBARELI,Uttar Pradesh,Rae Bareli,-,Rural,Paramedical,Private Un-Aided
S-24698,S S INSTITUTE OF PARAMEDICALS HARDOI,Uttar Pradesh,Hardoi,-,Rural,Paramedical,Private Un-Aided
S-26262,CENTRAL WOMENS COLLEGE OF EDUCATION,Uttar Pradesh,Lucknow,2016,Urban,Teacher Training,Private Un-Aided
S-24676,"R K HOMEOPATHIC PHARMACY, KASHIPUR SURAI SATHIAON AZAMGARH",Uttar Pradesh,Azamgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-21839,"HEALTH WORKER FEMALE TRAINING CENTRE, GORAKHPUR",Uttar Pradesh,Gorakhpur,-,Urban,Nursing,State Government
S-24678,BABA BALAK DAS GIRLS DEGREE COLLEGE OF SCIENCE AND MANAGEMENT GOPALPUR BARAGAON MOTIGARPUR SULTANPUR,Uttar Pradesh,Sultanpur,-,Rural,Teacher Training,Private Un-Aided
S-24695,A S B D COLLEGE OF PHARMACY,Uttar Pradesh,Hardoi,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25475,SHRI GANESHI LAL GUPTA MEMORIAL DEGREE COLLEGE,Uttar Pradesh,Agra,-,Rural,Teacher Training,Private Un-Aided
S-26260,CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY,Uttar Pradesh,Ayodhya,2025,Urban,Institutes under Ministries,Central Government
S-24702,S D D COLLEGE OF PHARMACY,Uttar Pradesh,Amethi,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24674,J N T INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES HARIBANDHANPUR NAIGANJ,Uttar Pradesh,Jaunpur,-,Urban,Paramedical,Private Un-Aided
S-18450,SAVITA DEVI INSTITUTE OF PHARMACY,Uttar Pradesh,Meerut,-,-,Paramedical,Private Un-Aided
S-17531,DR. OM PRAKASH SCHOOL OF EDUCATION,Uttar Pradesh,Farrukhabad,-,Rural,Teacher Training,Private Un-Aided
S-26257,"KINETIC INSTITUTE AND HOSPITAL, DEPARTMENT OF PARAMEDICAL SCIENCE",Uttar Pradesh,Shahjahanpur,2025,Rural,Nursing,Private Un-Aided
S-22992,"HEALTH WORKER FEMALE TRAINING CENTRE, AGRA",Uttar Pradesh,Agra,1980,Urban,Nursing,State Government
S-19714,SHAIL SUBHASH INSTITUTE OF PARAMEDICAL SCIENCES,Uttar Pradesh,Ballia,2020,Rural,Nursing,Private Un-Aided
S-24655,VIKAS INSTITUTE OF HOMOEOPATHIC PHARMACY COLLEGE AKBARPUR AMBEDKAR NAGAR,Uttar Pradesh,Ambedkar Nagar,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24670,SRI SWAMI JI COLLEGE OF PHARMACY AND HOSPITAL,Uttar Pradesh,Lucknow,-,Urban,Technical/Polytechnic,State Government
S-18319,DIVYA PARAMEDICAL COLLEGE AND HOSPITAL,Uttar Pradesh,Shamli,2018,Rural,Paramedical,Private Un-Aided
S-18304,AYISHA PARAMEDICAL COLLEGE,Uttar Pradesh,Bijnor,2016,Urban,Paramedical,Private Un-Aided
S-25452,AKSH COLLEGE OF PHARMACY,Uttar Pradesh,Bijnor,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25456,BHAGIRATHI COLLEGE OF PHARMACY,Uttar Pradesh,Ambedkar Nagar,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19747,INDIAN INSTITUTE OF TOURISM AND TRAVEL MANAGEMENT,Uttar Pradesh,Gautam Buddha Nagar,-,Urban,Institutes under Ministries,Central Government
S-24675,SAGAR PHARMACY COLLEGE OF  HOMEOPATHIC,Uttar Pradesh,Bara Banki,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19868,RAJIV GANDHI POLYTECHNIC MUSAFIRKHANA AMETHI UP,Uttar Pradesh,Amethi,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-19869,DEV PARAMEDICAL INSTITUTE OF MEDICAL SCIENCES,Uttar Pradesh,Pratapgarh,2019,Rural,Nursing,Private Un-Aided
S-24657,RBS COLLEGE MADAURA,Uttar Pradesh,Mathura,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19870,WHITE FEATHERS GROUP OF EDUCATIONAL INSTITUTES KOTWADHAM ROAD TIKAITNAGAR BARABANKI,Uttar Pradesh,Bara Banki,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19872,GOVERNMENT POLYTECHNIC PURAINA SADAR MAHARAJGANJ,Uttar Pradesh,Mahrajganj,2017,Rural,Technical/Polytechnic,State Government
S-24671,HIMALAYAN INSTITUTE OF AYURVEDA,Uttar Pradesh,Saharanpur,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19873,APS COLLEGE OF PHARMACY,Uttar Pradesh,Meerut,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-19874,BHOLERAM COLLEGE OF PHARMACY,Uttar Pradesh,Hathras,2020,Rural,Technical/Polytechnic,Local Body
S-19877,SHRI CHANDRA SHEKHAR PANDEY COLLEGE OF PHARMACY,Uttar Pradesh,Banda,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-18299,MIT INSTITUTE OF TECHNOLOGY,Uttar Pradesh,Meerut,2017,Urban,Technical/Polytechnic,Private Un-Aided
S-19878,ANAND COLLEGE,Uttar Pradesh,Amroha,-,Rural,Paramedical,Private Aided (Government Aided)
S-25463,DAMODAR COLLEGE OF PHARMACY,Uttar Pradesh,Azamgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25501,SATYA EYE HOSPITAL & RESEARCH INSTITUTE,Uttar Pradesh,Kanpur Nagar,-,Urban,Paramedical,Private Un-Aided
S-25448,BABU RAMESHWAR DAYAL INSTITUTE OF MEDICAL SCIENCE,Uttar Pradesh,Kheri,-,Rural,Paramedical,Private Un-Aided
S-25447,"CHANDRABHAN SINGH DEGREE COLLEGE FACULTY OF PHARMACY CHANDPUR,GONAPAR,JAUNPUR",Uttar Pradesh,Jaunpur,-,Rural,Paramedical,Private Un-Aided
S-25476,MAHARANA PRATAP COLLEGE OF PHARMACY RAMDASPUR MAJHOLI POST DHRETHADASHRATHPUR TEHSIL BIKAPUR,Uttar Pradesh,Ayodhya,-,Rural,Paramedical,Private Un-Aided
S-25502,MAA TILESARA DEVI MAHAVIDHALAYA BHASDHA TANDA AMBEDKARNAGAR,Uttar Pradesh,Ambedkar Nagar,-,Rural,Paramedical,Private Un-Aided
S-26252, URMILA DEVI COLLEGE KRIPAL SINGH NAGAR BARASAMASPUR JALESAR ETAH,Uttar Pradesh,Etah,2015,Rural,Teacher Training,Private Un-Aided
S-25503,SHIV SAVITRI COLLEGE OF EDUCATION,Uttar Pradesh,Ayodhya,-,Rural,Teacher Training,Private Un-Aided
S-25504,SHIVAM INSTITUTE OF HIGHER EDUCATION,Uttar Pradesh,Bulandshahr,-,Urban,Teacher Training,Private Un-Aided
S-25505,VIDYA DEVI INSTITUTE OF TEACHER TRAINING NAGLA KHUSHAL BULANDSHAHR,Uttar Pradesh,Bulandshahr,-,Rural,Teacher Training,Private Un-Aided
S-24667,C C L COLLEGE OF PHARMACY ADDA KARAB,Uttar Pradesh,Mathura,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25506,ARYAVART VIDHYAPEETH VILLAGE AND POST KISOLI BULANDSHAHR,Uttar Pradesh,Bulandshahr,-,Rural,Teacher Training,Private Un-Aided
S-19793,MAA KAUSHILYA SCHOOL OF NURSING AND PARAMEDICAL SCIENCES,Uttar Pradesh,Azamgarh,2015,Rural,Paramedical,Private Un-Aided
S-24668,AZMAL KHAN TIBBIYA COLLEGE MUZAFFARNAGER,Uttar Pradesh,Muzaffarnagar,-,Urban,Technical/Polytechnic,Private Un-Aided
S-24346,R D Pandey College of Teacher Education,Uttar Pradesh,Azamgarh,-,-,Teacher Training,Private Un-Aided
S-19894,WISDOM COLLEGE OF PHARMACY,Uttar Pradesh,Lucknow,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-15233,"SRI DURGA JI NURSING SCHOOL, SEHADA MAHARAJPUR, KANDHARAPUR AZAMGARH",Uttar Pradesh,Azamgarh,-,Rural,Nursing,Private Un-Aided
S-18237,Mahalwar Institute Of Pharmacy,Uttar Pradesh,Aligarh,2015,Rural,Technical/Polytechnic,Private Un-Aided
S-15780,RDJS COLLEGE,Uttar Pradesh,Rae Bareli,-,Rural,Teacher Training,Private Un-Aided
S-24579,"IDEAL ARIKET COLLEGE OF PHARMACY AND PARAMEDICAL SCIENCES, BARABANKI",Uttar Pradesh,Bara Banki,-,Rural,Technical/Polytechnic,Local Body
S-24644,WISDOM TEACHER TRAINING SCHOOL,Uttar Pradesh,Moradabad,-,Rural,Teacher Training,Private Un-Aided
S-24646,VIDYA INSTITUTE OF TRAINING AND EDUCATION,Uttar Pradesh,Bareilly,-,Rural,Teacher Training,Private Un-Aided
S-24660,URS SHIKSHAN PRASHIKSHAN SANSTHAN,Uttar Pradesh,Pratapgarh,-,Rural,Teacher Training,Private Un-Aided
S-24659,SMT MALTI DEVI MAHILA SHIKSHA MAHAVIDYALAYA,Uttar Pradesh,Kushinagar,-,Rural,Teacher Training,Private Un-Aided
S-24661,SHRI AIVAR SINGH DESHWAR COLLEGE OF EDUCATION,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-24672,SDS MAHAVIDYALAYA KOSI KHURD MATHURA,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-24649,LUDURA DEVI SHIKSHAN PRASHIKSHAN SANSTHAN BAIRIPUR SIRKONI JAUNPUR,Uttar Pradesh,Jaunpur,-,Rural,Teacher Training,Private Un-Aided
S-24666,ISH PRAKSHIKSHAN SANSTHAN AZAMGARH,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-24643,HAFIZ ABDUL MANNAN ANSARI SHIKSHA EVAM PRASHIKSHAN SANSTHAN,Uttar Pradesh,Ghazipur,-,Rural,Teacher Training,Private Un-Aided
S-24669,AJMAL KHAN TIBBIYA COLLEGE,Uttar Pradesh,Muzaffarnagar,-,Urban,Technical/Polytechnic,Private Un-Aided
S-26636,VINAYAK INSITIUTE OF NURSING AND PARAMEDICAL SCIENCE,Uttar Pradesh,Lucknow,2025,Rural,Nursing,Private Un-Aided
S-20212,R D D PHARMA,Uttar Pradesh,Azamgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24656,BHANMATI SMARAK COLLEGE OF EDUCATION,Uttar Pradesh,Ambedkar Nagar,-,Urban,Teacher Training,Private Un-Aided
S-25508,SHRI RADHA MADHAV TECHNICAL INSTITUTE,Uttar Pradesh,Hathras,-,Rural,Teacher Training,Private Un-Aided
S-19804,BALA JI COLLEGE OF NURSING AND PARAMEDICAL SCIENCE,Uttar Pradesh,Kaushambi,2020,Rural,Paramedical,Central Government
S-19805,M D NURSING AND PARAMEDICAL COLLEGE,Uttar Pradesh,Chandauli,2020,Rural,Nursing,Private Un-Aided
S-19806,NEW ELECTRA KING OF NURSING AND PARAMEDICAL SCIENCE,Uttar Pradesh,Fatehpur,2020,Rural,Paramedical,Central Government
S-24645,VAIDYA YAGYA DUTT SHARMA AYURVED MAHAVIDYALAYA DR MAHESH DUTT SHARMA PARAMEDICAL COLLEGE,Uttar Pradesh,Bulandshahr,-,Rural,Nursing,State Government
S-19809,SARDAR VALLABH BHAI PATEL COLLEGE OF PHARMACY,Uttar Pradesh,Bareilly,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-22991,"HEALTH WORKER FEMALE TRAINING CENTRE, CHOLAPUR, VARANASI",Uttar Pradesh,Varanasi,1980,Rural,Nursing,State Government
S-22990,"HEALTH WORKER FEMALE TRAINING CENTRE, BARAGAON, VARANASI",Uttar Pradesh,Varanasi,1980,Rural,Nursing,State Government
S-22989,"HEALTH WORKER FEMALE TRAINING CENTRE, MIRZAPUR",Uttar Pradesh,Mirzapur,2022,Rural,Nursing,State Government
S-25509,KARAMYOGI PRABHU DEVI LALITA DEVI SHIKSHA SANSTHAN,Uttar Pradesh,Kanpur Nagar,-,Rural,Teacher Training,Private Un-Aided
S-22987,"HEALTH WORKER FEMALE TRAINING CENTRE, LUCKNOW",Uttar Pradesh,Lucknow,1979,Urban,Nursing,State Government
S-17179,MR EDUCATION,Uttar Pradesh,Lucknow,2017,Rural,Teacher Training,Private Un-Aided
S-22986,"HEALTH WORKER FEMALE TRAINING CENTRE, SAHARANPUR",Uttar Pradesh,Saharanpur,2022,Urban,Nursing,State Government
S-24651,SCHOOL OF NURSING INSTITUTE OF PARAMEDICAL,Uttar Pradesh,Lucknow,-,Urban,Nursing,Private Un-Aided
S-24647,H D NURSING AND PARAMEDICAL INSTITUTE SAREHUA KALA CHANDAULI,Uttar Pradesh,Chandauli,-,Rural,Nursing,Private Un-Aided
S-22985,"HEALTH WORKER FEMALE TRAINING CENTRE, MUZAFFARNAGAR",Uttar Pradesh,Muzaffarnagar,2022,Urban,Nursing,State Government
S-24653,DAYARAM VERMA COLLEGE OF NURSING AND PARAMEDICAL SCIENCES,Uttar Pradesh,Ambedkar Nagar,-,Urban,Nursing,Private Aided (Government Aided)
S-19971,VAGESHWARI SHIKSHAN SANSTHAN PHARMACY COLLEGE MAIL DEORIA,Uttar Pradesh,Deoria,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19945,SHRI RAM INSTITUTE OF PHARMACY,Uttar Pradesh,Bijnor,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-19946,DEPARTMENT OF PHARMACY RAMA SHIKSHA SANSTHAN,Uttar Pradesh,Fatehpur,2018,Urban,Technical/Polytechnic,Private Un-Aided
S-19973,BHONWAL SCHOOL OF ENGINEERING,Uttar Pradesh,Lucknow,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19947,CROSS BELLY REHABILITATION SANSTHAN KUKURIPUR SATHIAON AZAMGARH,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-19948,JAINATH MEMORIAL REHABILITATION SANSTHAN HARAIRAMPUR CHIRKIHIT LALGANJ AZAMGARH,Uttar Pradesh,Azamgarh,2018,Rural,Teacher Training,Private Un-Aided
S-19974,RAJKALI DEVI PHARMACY COLLEGE VILLAGE AND POST LAHENGA BLOCK CHHATOH TEHSIL SALON RAEBARELI,Uttar Pradesh,Rae Bareli,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24566,SRI RADHAKRISHNA MAHAVIDYALAYA,Uttar Pradesh,Hathras,-,Rural,Teacher Training,Private Un-Aided
S-24563,S P S COLLEGE OF PROFESSIONAL STUDIES,Uttar Pradesh,Jalaun,-,Rural,Teacher Training,Private Un-Aided
S-19975,ANAND POLYTECHNIC COLLEGE,Uttar Pradesh,Agra,2021,Rural,Technical/Polytechnic,Private Un-Aided
S-19976,SHANTI NIKETAN SPECIAL SCHOOL,Uttar Pradesh,Prayagraj,-,Urban,Teacher Training,Private Un-Aided
S-19977,SANSKAAR SPECIAL SCHOOL,Uttar Pradesh,Prayagraj,-,Urban,Teacher Training,Private Un-Aided
S-19978,RUDRA POLYTECHNIC,Uttar Pradesh,Azamgarh,2018,Rural,Technical/Polytechnic,Private Un-Aided
S-19979,SHANTI SUDAMA COLLEGE OF PHARMACY AZAMGARH,Uttar Pradesh,Azamgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19980,JAINATH MEMORIAL AYURVEDIC PHARMACY EVAM NURSING COLLEGE HARAIRAMPUR CHIRKIHIT AZAMGARH,Uttar Pradesh,Azamgarh,2015,Rural,Paramedical,Private Un-Aided
S-19981,S B S COLLEGE OF PHARMACY BHUJGI AMBEDKAR NAGAR UTTAR PRADESH,Uttar Pradesh,Ambedkar Nagar,2019,Rural,Paramedical,State Government
S-19982,B M COLLEGE OF PHARMACY,Uttar Pradesh,Agra,-,Rural,Paramedical,State Government
S-19983,SURYA NATH SINGH SMARAK MAHAVIDYALAYA,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-19984,BRAJRAJ SINGH COLLEGE OF EDUCATION,Uttar Pradesh,Firozabad,-,Rural,Teacher Training,Private Un-Aided
S-19985,VIJAY SUDHA COLLEGE OF PHARMACY,Uttar Pradesh,Siddharthnagar,-,Rural,Technical/Polytechnic,Private Un-Aided
S-19987,RUMA INSTITUTE OF PHARMACY,Uttar Pradesh,Pratapgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-24587,SANTOSH COLLEGE OF EDUCATION,Uttar Pradesh,Bulandshahr,-,Rural,Teacher Training,Private Un-Aided
S-24555,R N SHIKSHAK PRASHIKSHAN KENDRA PLOT N TWO NINE ONE BADAUNA FATEHGANJ JAUNPUR,Uttar Pradesh,Jaunpur,-,Rural,Teacher Training,Private Un-Aided
S-19988,S S P PHARMACY  RASRA BALLIA UP,Uttar Pradesh,Ballia,2020,Rural,Technical/Polytechnic,Private Un-Aided
S-19989,NEELKANTH COLLEGE OF PHARMACY EDUCATION,Uttar Pradesh,Jaunpur,2019,Rural,Technical/Polytechnic,Private Un-Aided
S-19992,RAMESHWARAM COLLEGE OF EDUCATION AND TRAINING,Uttar Pradesh,Prayagraj,-,Rural,Teacher Training,Private Un-Aided
S-19994,SHIVAM COLLEGE OF EDUCATION,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-19995,DEVI PRASAD SINGH SHAIKSHIK SANSTHAN BHARATGANJ GANIPUR RAMGANJ AMETHI,Uttar Pradesh,Amethi,2015,Rural,Teacher Training,Private Un-Aided
S-19996,ACE EDUCATION INSTITUTE,Uttar Pradesh,Agra,2010,Rural,Teacher Training,Private Un-Aided
S-19999,S S COLLEGE OF HIGHER EDUCATION,Uttar Pradesh,Jalaun,2012,Rural,Teacher Training,Private Un-Aided
S-20000,GULSHAN SINGH MEMORIAL COLLEGE OF EDUCATION VILL HIMMATPUR POST BAKAINA DISTT BIJNOR,Uttar Pradesh,Bijnor,-,Urban,Teacher Training,Private Un-Aided
S-24548,RAM BAHADUR SINGH SIKSHAN SANSTHAN PURAIN KHAGA FATEHPUR,Uttar Pradesh,Fatehpur,-,Rural,Teacher Training,Private Un-Aided
S-20001,SARRTHI INSTITUTE OF DEVELOPMENTAL STUDIES BHUHERA SAFEDABAD BARABANKI,Uttar Pradesh,Bara Banki,2008,Rural,Teacher Training,Private Un-Aided
S-20002,ARYA RAMRATI DEVI SURUJU SINGH SHIKSHAN EVAM PRASHIKSHAN SANSTHAN,Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-20003,NEELAM COLLEGE OF EDUCATION,Uttar Pradesh,Agra,2014,Rural,Teacher Training,Private Un-Aided
S-20005,GCRG COLLEGE OF TEACHERS EDUCATION,Uttar Pradesh,Lucknow,2012,Urban,Teacher Training,Private Un-Aided
S-24554,RAJPATI SMARAK SHIKSHAN PRASHIKSHAN MAHAVIDYALAY ANJANA SADAR FAIZABAD,Uttar Pradesh,Ayodhya,-,Rural,Teacher Training,Private Un-Aided
S-24553,ORDIAL INSTITUTE OF MANAGEMENT,Uttar Pradesh,Mirzapur,-,Rural,Teacher Training,Private Un-Aided
S-20008,BABU RANI JATA SHANKAR MAHILA BTC COLLEGE KOLHUA,Uttar Pradesh,Sant Kabir Nagar,-,Rural,Teacher Training,Private Un-Aided
S-26632,M L COLLEGE OF PHARMACY MAINPURI,Uttar Pradesh,Mainpuri,2024,Urban,Pharmacy Institutions,Private Un-Aided
S-25246,DEEPAK BHADAURIYA TEACHERS TRAINING COLLEGE,Uttar Pradesh,Kanpur Nagar,-,Urban,Teacher Training,Private Un-Aided
S-25279,B M VIDYAPEETH,Uttar Pradesh,Agra,-,Rural,Teacher Training,Private Un-Aided
S-25289,T.B. BTC COLLEGE BHANWARIPUR CHHANBEY,Uttar Pradesh,Mirzapur,-,Rural,Teacher Training,Private Un-Aided
S-25213,"DR ASHOK KUMAR SMARAK INSTITUTE OF PHARMACY,AMBEDKARNAGAR",Uttar Pradesh,Ambedkar Nagar,-,Urban,Technical/Polytechnic,Private Un-Aided
S-22907,RAINBOW PHARMACY COLLEGE AZAMGARH,Uttar Pradesh,Azamgarh,2023,Rural,Technical/Polytechnic,Private Un-Aided
S-25254,WTM COLLEGE OF PHARMACY,Uttar Pradesh,Amroha,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25260,DHARAMVEER COLLEGE OF NURSING BISHANPURA,Uttar Pradesh,Bijnor,-,Rural,Nursing,Private Un-Aided
S-25253,"SHRI THAKUR JI MAHARAJ PHARMACY COLLEGE, BILHAUR, KANPUR",Uttar Pradesh,Kanpur Nagar,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25229,"SARTHAK COLLEGE OF PHARMACY, PRATPAGARH",Uttar Pradesh,Pratapgarh,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25252,SHRI RAM SINGH PHARMACY COLLEGE,Uttar Pradesh,Mainpuri,-,Urban,Technical/Polytechnic,Private Un-Aided
S-25228,FORTE COLLEGE OF PHARMACY,Uttar Pradesh,Meerut,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25227,DR V P MADNAWAT COLEGE OF PHARMACY,Uttar Pradesh,Hathras,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25261,"DHARMA DEVI BADRI PRASAD SMARAK PHARMACY COLLEGE, KURWAR SULTANPUR",Uttar Pradesh,Sultanpur,-,Rural,Technical/Polytechnic,Private Un-Aided
S-25235,TEJU SINGH MEMORIAL COLLEGE OF EDUCATION,Uttar Pradesh,Amroha,-,Rural,Teacher Training,Private Un-Aided
S-25225,"SHRI KASHI YADAV SODH EVAM PRASHIKSHAN SANSTHAN, BAMHAUR SADAR AZAMGARH",Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-25226,"SHRI HAZARILAL MAHAVIDYALAYA, BALOIYA, KANCHANPUR, MAMOODABAD, SITAPUR",Uttar Pradesh,Sitapur,-,Rural,Teacher Training,Private Un-Aided
S-25250,SHIV KUMAR CHATURVEDI MAHAVIDHYALAY,Uttar Pradesh,Gorakhpur,-,Rural,Teacher Training,Private Un-Aided
S-25247,DRP EDUCATIONAL INSTITUTE,Uttar Pradesh,Agra,-,Urban,Teacher Training,Private Un-Aided
S-25224,BALAJI COLLEGE OF EDUCATION PIPALGAWAN SIKANDARRAO HATHRAS,Uttar Pradesh,Hathras,-,Rural,Teacher Training,Private Un-Aided
S-25223,SUKKHAN LAL EDUCATION INSTITUTE PALLUPURA GHOSI MORADABAD,Uttar Pradesh,Moradabad,-,Rural,Teacher Training,Private Un-Aided
S-25187,MBL ACADEMY MAHUAN FARAH MATHURA,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-25352,"H W FEMALE TRAINING CENTRE, SITAPUR",Uttar Pradesh,Sitapur,-,Urban,Nursing,State Government
